대사	라벨
백선생님 덕분에먹고 살만 합니다.	1
그래도 잘드셔 주셔서 정말 감사했습니다..	1
진짜 너무 고맙고 미안해요ㅠㅠ..ㅜㅜ	1
백주부님 백종원님 사랑하고 존경합니다~~^^♡	1
감사드려유~~	1
감사함다~	1
그 동안 수고하셨습니다..^^	1
31년차 주부이지만 늘 백샘 요리보고 배우는 게 많아요~~	1
슈가보이 덕분에 이나이에 요리에 관심을 가지게되네요	1
항상  좋은정보 감사합니다.	1
그리고 내가수가 되서 고마워요	1
덕분에 새댁이 헤매지 않을 수 있게 되었어요 ^^	1
집밥 백선생님 프로 너무 감사하고 좋아요!~~	1
태어나줘서 옆에 있어줘서 너무 고맙습니다	1
음식에 대한 생각도 많이 바뀌었어요.	1
알기쉽게 간단하게 설며해줘서 땡큐	1
감독님 저는 감독님만을 믿쑵니다!	1
음식을 너무 쉽게 만드는 바ㅏㅇ법을  기르쳐 주셔서  감사 드립니다.	1
편안한 인상으로 맛난 음식 소개까지 감사합니다.	1
집밥 백선생 감사이 잘 보고 있습니다	1
언제나 화이팅하시구 감사합니다~~~	1
항상 고마워요?	1
늘 집에서 해 먹을 수 있는 요리 레시피 감사히 잘 받아 사용하고 있습니다.	1
늘 응원합니다.	1
만들어 먹는 즐거움을 가르쳐준 백선생님을 응원합니다.	1
항상 지켜보구 있는 사람(?) 으로써 느끼는게 있써요	1
멀리 캐나다에서 백선생님의 레서피를 보고 따라 하고 있습니다.	1
세븐틴에서 있으면서 캐럿들이랑 함께해주는것도 고마워요	1
진심으로 도망치지 않고 제대로 사과하고 일 마무리 지어줘서 고마워요	1
백주부님 레시피로 맨날 요리해주는 울 남푠저도 열씸히 배울려고 노력중이에요늘 감사드려요	1
항상 감사합니다ㅋ	1
수고 많았었요~	1
그리고 태어나줘서 너무 고마워요ㅠㅠ	1
연아언니, 우선 최선을 다해줘서 너무 고맙구요.	1
감사드려요~~~	1
조금씩 요리에 자신이 생기도록 쉽게 설명해 주셔서  감사드립니다.	1
쉽고 간결한 설명!!!따라하기 쉬어서 정말 좋아요^^항상 감사 드립니다.	1
연아선수의 덕이에요!	1
동생이 요리를 못하는 저를 위해 백선생님 집밥레시피 책을 보내줬습니다.	1
지가유  왠만하면  티비를  잘 안보거덩유   근디   선상님  요리푸로는  재방으로라도  볼려고 애 쓰구만유    감사드려유~~~	1
저렴한 가격에 쉬운 재료로 어쩌면 그렇게 쉽고 맛있게 할수잇는지감사합니다.	1
요즘 참 감사합니다	1
대한민국의 건강을 위하여 항상 연구하시는 님의 노력에 감사드려요.	1
공카오랜만에 들어와주고 고마워ㅠㅠㅠㅠㅠㅠㅠ	1
정말 감사 합니다.	1
집에서 밥상에 정말도움이됩니다.	1
2년동안 함께해준 예디~	1
힘들텐데 버텨줘서 그리고 우리한테 미안해 하지마요	1
너무 감사합니다.	1
백주부님  감사합니다.~~~^^	1
항상 고맙고 사랑해요	1
좋은 정보 감사합니다.	1
인터넷이든 티비든 쉽게 접할수 있는 백종원님 특급 요리비법 덕분에요리가 즐거워지고 있읍니다~~^^	1
백선생님 응원합니다...	1
요리에 전혀 관심이 없는 남편을 주방으로 보내게 되는 큰 영향력이 있으신분입니다.	1
앞으로도 좋은음식 소개 부탁드립니다.	1
감사해요~~	1
가정에서 쉽게 구할 수 있는 재료로 특별한 맛을 낼 수 있게  도와주시는 백주부님 늘 감사해요.	1
그리고 마지막으로 오빠를 믿어요 !	1
20대에 외국에서 지내던 외로운 시간에 오빠보고 정말 많은 힘을 얻었었는데요,	1
구수한 말투와 쉬운 요리비법 감사해요~~	1
감사해요..	1
항상잼나게  방송해주시니 감사합니다.	1
요리에 대한 마음의 부담을 덜어주셔서 감사합니다.	1
슈가보이덕분에 그나마 밥먹구 있습니다 .	1
돈가스 소스만들기 궁굼했는데 잘배웠습니다	1
역시 음식은 자신감이라며 저에게 자신감을 넣어준 백선생님께 넘넘 감사하답니다^^	1
조금이나마 음식 만드는 것을 시작할 수 있게 해주셔서 감사합니다.	1
항상 감사한 마음을 가지고 있답니다.	1
감사 합니다~`	1
감솨!!  ㅎㅎ	1
감사합니다ㆍ	1
항상 감사드려요^^	1
매번 좋은 정보감사해유~	1
요리를 가장 쉽게 알려주셔서 너무 감사합니다~~	1
태어나줘서 고맙고 사랑해요ㅠ???????????	1
남겨주심 고맙습니다.	1
요리 프로보고따라 하는 모습이너무나 이뻐보이니백주부님께 감사드립니다	1
호준군넘 착하고 이뻐	1
승리요정 신소율ㅇㅅㅇ	1
대통령 개잘뽑앗네 ㄷㄷㄷ	1
대한민국 특검 하이팅!통일은 대박이 아니라특검은 이번에 국민들의 대박입니다	1
마음고생 없으니 이렇게 잘하네요 화이팅!	1
덕분에 주말에 즐거웠다 수고했어	1
소방관님들 힘내세요!!!!	1
하루살이 가을야구... 생명연장!!! 고마워요 오지사또 ㅋㅋㅋㅋㅋ	1
보통 15년 내외로 사는 반려동물에게 했으면하는 좋은 소식이네요	1
보검이 너가 좋으면 우리도 좋다 재밌게 놀아ㅋㅋㅋ	1
초보운전자에게 좋겠네요..다른 길로 들어섰다가 욕 먹는 경우 많은데..	1
이렇게 오늘 경쟁자 한명 떨어져 나가네~	1
솔직히몰랐는데 좋은정보네요	1
국민으로써 얼굴에 미소짖는 소식 감사합니다	1
박기자님 화이팅 입니다 수고	1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 중국한테 간신히 이겨서 암걸렸는데 이 기사보고 암이 나았습니다	1
임정우가 너무 잘해줬다.	1
정말로 당신이 진정한 국민입니다.	1
그래서 부모 잘 만나는것도 실력이야^^	1
당분간 하위권 예약이네ㅋㅋ 다른팀 입장은 그냥 고맙지~	1
오빠 안녕 !	1
선생님들이 계셧기에 지금 저희가 있습니다. 진심으로 머리숙여 감사드립니다.	1
내가하고 싶었던 이야기를 써줘서 고마운데 조금 부족하네...	1
0.5mm 하는 남자배우 있으면 진심 ㅂ랄도 빨아준다	1
직관하시는분들 복터졌고 좋은 댓글 넘 감사합니다ㅎㅎ	1
여러모로 챙기시니라 수고많으셨습니다^^	1
돼지는 고마운 동물이다	1
뭐라해도 몸사리지 않고 센스있게 잘해줘서 고맙던데	1
최선을다해봐라 꿈쩍안할것이다ㅡ 대한민국 수호 어버이연합회ㅡ	1
요즘 박사장 열일하네 너무 보기 좋음	1
기사를 읽기 좋고 쏙쏙 알수 있게 정리되어 있어서 좋네요감사합니당~	1
항상 좋은 노래 불러줘서 고마웠어.	1
트와이스 8관왕 축하해요♡	1
감사합니다..감사하고 또 감사합니다...	1
기대하고 볼게요~	1
착한기업 엘지 화이팅	1
화이팅.. 응원할게요!	1
완전 땡큐지	1
올때 되니,,온 선수를 굳이....ㅈㅈ	1
기아하고는 전혀 상관없는데 잘 키워	1
정말 뿌듯합니다 감사해요	1
끝까지 캐내서 정의를 찾아주세요특검팀~~	1
시호때문에 특검이 살구나	1
이거요즘 엄청 홍보하네	1
난 현무형 입담이 너무 재밌어서 좋아함 ㅋㅋ 나혼자산다, 수요미식회만 꼬박꼬박 챙겨보지만 재밌습니다. 건강 챙기시구요. 항상 겸손함을 유지하세요 ㅋㅋ 응원합니다!	1
한국의 자주국방을 지지해주시는 트럼프 고맙다	1
인하대에 연영과가 있었단걸 너로인해 첨 알았다.	1
린드블럼 그동안 고생했어요	1
청소해주면 고맙지	1
응원합니다 의원님	1
엘지: 고맙습니다 또 고맙습니다 ㅎㅎ	1
올해수고많았슈~~~	1
추은데 다들 고생많으셨습니다	1
드뎌~완전 기대기대~^^	1
올레 ㅎㅎ 오우 감사합니다 ㅎㅎ	1
아름다운 영상을 위해 노력해주시는 촬영팀과연출팀에게도 무한 감사를 드립니다~~	1
그럼그럼 괜찮아요~~	1
멋있습니다 자랑스러운 우리나라 단지 취업난이 걱정이지만 ...	1
고마운 강아지...	1
고마워요... 한국 정부보다 낫네	1
잘생긴 얼굴에 좋은 성격에 훌륭한 연기력까지 ㅜㅜ	1
일요일 저녁 유일하게 챙겨보는 프로그램	1
믿고보는 수지씨 화이팅!	1
루이로 와줘사 정말 고마웠어	1
그래서 닥터스 사랑하고 응원합니다!!!!!!!!ㅋ	1
지금이라도 푹쉬어 다행이다.	1
된장이나 청국장 띄어서 소길댁 브랜드로 파는거 추천드립니다.	1
덕분에 좋은배우를 알고 가네요.	1
세계 축구의 수준은 어느 정도까지는 평준화 되지 않았나 싶다.	1
실제로 고관절 부상이전까지 윤길현이 78회는 잘막아줬지.	1
감사합니다!	1
헌재 응원합니다.특검.. 응원합니다.	1
형이 정리해준다	1
연기자로서 확고히 자리매김하게된 진영~	1
우리나라 국민들 멋져~~	1
특검만세. 검찰만세. 특검팀에서대통령이나오길	1
특검 힘내세요	1
고맙다 새누리 잔챙이들.	1
갓윤미래!!	1
청년의 앞길에 좋은일만 가득하길 축복합니다.진심!!!	1
차라리 저가정책으로대충만들었는데도 이정도입니다	1
이제 첫발을 내딛은거라 생각합니다..	1
어려운 결정 훌륭합니다.^^	1
대형화재 진압하신다고 수고했습니다 삼성아~~~	1
감사합니다	1
국민의 마음을 대표해주셔서 감사합니다ㅜㅜ	1
이런드라마 고맙습니다~	1
김수로 소속사가 sm인데..	1
청소부 근로자님들 정말 고맙네요..	1
정말 좋은 드라마 고마워요 ㅠㅠ	1
추운날씨에 고생이 많으십니다.	1
늘 응원합니다.	1
진정한 차붐의 후계자...	1
좋은 기사 감사합니다.	1
구요운 냥이들 보살펴 줘서 고맙네요.	1
와 수원ㄷㄷ 이건잘했다	1
유용한 정보 감사합니다.	1
ㅋㅋ 이제 시작이다.	1
그 부분에 대해서 제대로 사과하고 서로 경제적으로 화합하는게 중요하다.	1
찍고있는 택시운전사 촬영 다치지 말고 잘하시길!	1
그래도 닮았다고 해주신 분들 고맙구요...좋은 댓글 달아주신분들도 감사합니다.	1
이렇게편지보내주는데제가 요새 못챙겨준거같아서깜짝편지를보내기로했어요	1
그냥 고맙습니다...0	1
두가지 방향으로 얘기해주셔서도 고맙구요...	1
다들수고하셧어요	1
댓글 감사드려용	1
감사합니다.	1
솔직히 남자친구한테 말은 안하지만 고마운게참 많다..	1
알려주시면 감사하겠습니다*^^*	1
이제는 화해하는 것도 싫고 그냥 살았으면 좋겠다는 생각도 듭니다.	1
알려주시면 감사하겠습니다ㅠㅠ!	1
관심 감사합니다.	1
이제년수로는 3년이니까 보통편해지겟죠	1
86일때 찍은 우리 아들 사진 하나 올리구요100일때110일때111일때는 두군데 갑니다사진 올라오면 올릴게요오늘로 우리아들 95일째입니다축하해주세요 ^^	1
혹시 이 맘때 이유식거부 극복하는 방법과 단유하는 방법좀 알려주시면 감사하겠습니다~~	1
감사합니다!	1
감사합니다.	1
댓글감사합니다	1
감사합니당>.	1
이니스프리의 미스트 중에 괜찮은거추천해주시면 감사하겠습니다	1
감사합니다!!!	1
전국에 계신 생다남,생다녀여러분 늘, 감사합니다.	1
댓글 달아주시면 고맙겠습니다~!!	1
웃는 모습 보는 것만으로도 힐링되지 않나요?!	1
감사합니다	1
가격이나 뭐 배송이나 이유식의 질등 다양한 시각에서 괜찮은지 이야기 해주시면 감사하겠습니다:D	1
 저번에 힘내시라고 응원해주신분들 감사합니다!	1
감사해요	1
정말 맛있게 먹었어유~^^고맙습니다^^화이팅~~~~~	1
항상 더 쉽고 맛있는 레시피를 연구하시는 모습이 멋있어요~	1
항상 늘 고마웠습니다.	1
당신이 태어난걸 축하고 고맙습니다.	1
행복한 시간을 선물해 줘서 너무 고마워요~	1
그 만큼 당신은 저의 영웅이 되었습니다..	1
우리신랑도 백쌤님 열렬 시청자 랍니다	1
요리를 더 쉽게 알려 주어서어렵게만 느껴져서 시작도 안 했던 시기를 벗어나요리 초보자로 입문을 했습니다	1
항상 재미나고 즐겁게 보고 있습니다	1
너무 감사해용~~~^^	1
아름답게 좋은일을 하면서 매일을 살아가는 모습을 가끔 가끔 들으며감사했습니다.	1
요리에 자신이 없어  늘 가족핀잔백주부레시피를  따라했더니  엄마가 한거  맞나고  하네요감사~	1
남자들도 쉽게 요리할 수 있는 요리법을 만들어 주신 백 선생 파이팅	1
맛있는 요리하기를 즐겁게 만들어주는백주부님 감사합니다	1
감사드려요	1
저에게 뭔가 삶을 알게해준 김연아선수안녕하세요..	1
앞으로도 더 좋은 요리 레시피 부탁드립니다	1
항상 좋은정보 감사드립니다...	1
요즈음 TV에서 정말 재미있게 잘보고 있습니다.	1
앞으로도 계속 맛있는 요리 부탁드립니다..	1
정말 너무너무 태어나줘서 고맙고 항상 건강해야되요 ㅠㅠㅠ	1
지금은 아직 최종결정은 안 났지만, 좋은 소식 생기면 연아선수에게 꼭 감사할 거에요~~	1
너무나 편안한 인상에 너무나 편안한 말투, 너무나 쉬운 요리법 정말 최곱니다~~~!@!!	1
너무 감사힙니다^^	1
아주 잘 보고 있습니다.	1
그동안 요리법 공개등 감사를 드리며...서민, 자취생 등 간단히, 영양을 고려한 요리 부탁드립니다.	1
오늘도 요리 감사합니다	1
감사합니다.	1
감사해요^^~~	1
오빠를 그리구 LG를 넘넘 사랑하는지인올림~~	1
언제나 웃는 모습과 먹방의 진수를 보여주어 감사합니다.	1
올해는 별루 좋은 일이 생각나지 않는데 연아양만이 기쁜 소식을 전해줬습니다.	1
진심으로 고맙고 사랑해요.	1
많은 팁과 놓치기쉬운 부분도 자세히가르쳐 주시고 많이 배움니다감사합니다	1
김재현화이팅	1
음식에 대해 취미를 가지게 되었습니다	1
새롭게 배우는것 많네요	1
백주부님~!^^ 수고가 많습니다.~~^^	1
물넣고 볶는것도 배우고 감사합니다	1
좋은 음악을 만들어 주셔서 감사합니다.	1
늘 서용빈 선수의 복귀를 기다리는 팬들이 있다는 거 있지 않으셨음 좋겠네요	1
많이 배우고 있습니다.!!!	1
어제 아송페 수고하셨어요	1
대한민국 밥상문화의 일등공신 백주부님 고맙습니다.	1
다들 어떻게 챙겨주셨는지 ㅠㅠ	1
요리를 잘 하지 못하는 저에게는 정말 많은 도움이 되었습니다.	1
준혁이 형이 엘지에 오게 된것은 정말 엘지팬으로써 대환영이었습니다..	1
다시한번 축하와 감사를 보냅니다.	1
진짜 재밌게 보면서 그나마 웃을 수 있고마음이 편해져요	1
넘 멋졌어요!!!	1
집밥 비법 마니퍼갈께요	1
요리와 담을 쌓은 저에게 너무나도 큰 배움을 주고 계신거 아시나요~~	1
언제나 좋은 정보와 댓글 감사합니다	1
