대사	라벨
월드컵 최대의 이변이라 해도 과언이 아니다.	1
짚 지붕과는 비교가 되지 않는 청기와를 사세요.	1
독립신문은 활약을 펼칠 수 있게 되었습니다.	1
우리가 본받으려고 원하는 이는 오직 선생이다.	1
그는 스승과의 훈련을 기억해내려 되뇌었다.	1
그는 좋은 성품을 가졌고 성실하다.	1
엑소의 파워를 다시 입증했다는 평가가 나왔다.	1
오늘 공부한 내용을 다 외웠다.	1
내 날개야말로 훌륭하지!	1
이 세상에 더 잘생긴 얼굴이 또 있을까 싶다.	1
다른 사람도 본받고자 하였다.	1
오히려 삶의 환희를 느꼈다.	1
첫 앨범을 발매하자마자 빌보드 차트를 휩쓸었다.	1
너 고기 많이 얻어왔구나.	1
그녀의 일을 생각하면서 혼자 기뻐했다.	1
이름 높은 일본 수군이 조선으로 떠났습니다.	1
계획대로 많은 남자들 사이에서 그녀를 차지했어.	1
선생님보다도 전기에 대한 지식이 늘었습니다.	1
서울 엘지아트센터에 다녀왔다.	1
젊은 귀농가구의 비율이 꾸준히 늘고 있다.	1
포위망을 조여 들어가며 도둑을 체포했습니다.	1
앞으로 훌륭한 학생이 되세요.	1
페스티벌에 유명한 밴드가 참여한다는 소식이다.	1
황금 잎은 써버렸지만, 초록 잎은 계속 간직했습니다.	1
신문기사는 반도의 그들을 세계적으로 선전하였다.	1
백화점이 해외 회사와 수출 계약을 체결했다.	1
우리나라도 튼튼해지고 백성은 만만세를 부를 것이다.	1
저것이 남대문입니다.	1
알파벳과 같은 글자가 아닌 음절과 단어로 표현되는 장점이 있습니다.	1
한국인들은 초등학교 때부터 아주 열심히 공부합니다.	1
이게 바로 미래의 우주 정거장 모습이에요!	1
외국인들도 좋아하는 음식은 매우 다양하다.	1
산삼을 선계에서 구하여 폐하께 진상하고자 왔습니다.	1
자랑스럽게 제안을 했습니다.	1
매출에서 기능성 소재 사업이 반 이상을 차지한다.	1
다시 한번 결승에서 이겼습니다.	1
동궁에게 대하여 여러 해만에 보이신 미소였다.	1
만면에 웃음을 잠그고 의기양양하다.	1
모양의 종류가 아주 다양하답니다.	1
주거기능과 편의성을 높인 공간이 돋보인다.	1
그의 성실함과 농장 상태를 보자 칭찬했습니다.	1
화웨이의 파이브쥐 장비 기술력은 세계적인 수준으로 평가된다.	1
그럴 때면 나도 어머니를 따라갔다.	1
새로운 왕이 초대되었다.	1
장군은 안건들을 신속하게 처리했다.	1
나는 할머니의 기쁨이요, 행복이었다.	1
늙은이나 어린애나 아이 밴 여자들이 타고 다니는 것이지요.	1
카카오게임즈는 이십일일 한국거래소로부터 코스닥 상장 예비심사 승인을 받았다.	1
장차 나라의 일꾼이 되기에 족한 것이었다.	1
나의 이름을 널리 알릴 수 있었다.	1
왜적들은 절개와 충성심에 감동하여 정중히 묻어주었다.	1
훌륭한 스님이 계시는 걸요.	1
내가 보아도 분한 것을 잘 참았어.	1
독특한 스윙의 한국 선수가 골프계에 떠올랐다.	1
역시 무시할 수 없는 강팀이었다.	1
왕 이외에는 이 문을 통과할 수 없어.	1
킬리만자로는 고원에 위엄 있게 솟아있다.	1
낭트에는 멋있는 쥘 베른의 생가가 있어요.	1
어머니, 어머니 나도 산술은 다해 놓았어.	1
사람들은 와서 그에게서 배워야 한다고 알렸습니다.	1
잘하고 못하는 것 모든게 도움이 되었다.	1
이 능력을 그녀는 다른 사람들을 위해 사용했어요.	1
그때는 학교에 다니는 것이 자랑이었습니다.	1
박사는 자신을 잡고 있는 그에게 자랑스럽게 말했습니다.	1
기운과 정신이 나날이 새로워졌습니다.	1
시장이 흥분한 목소리로 대답했지.	1
당신을 뽑은 이유는 고통과 인내를 아는 사람이기 때문입니다.	1
그녀 쪽을 쳐다보며 만족스러운 웃음을 지었다.	1
이번에 있을 경주도 꽤 확실해요.	1
절망에서 희망으로 올라가는 그의 얼굴을 보았다.	1
아무리 힘들어도 그의 뜻을 따랐습니다.	1
변호사가 동물농장과 외부 세계와의 중개자가 되었다.	1
튼튼하기로 유명한 손전등이라고!	1
다 쓴 연료통도 떨어져 나가요.	1
수에즈 운하는 유럽에서 인도로 나오는 빠른 길이에요.	1
이날 경매는 낙찰총액 최고를 기록했다.	1
학교를 졸업하자마자 열다섯에 전기 조절기를 발명하였습니다.	1
현관문의 자석 열쇠를 제가 만들었어요!	1
보성 갯벌은 진흙 갯벌로 수산물이 풍부해요.	1
아이가 고생을 무척 했나 봐요.	1
지금 각하께서 너를 찾으신다.	1
저는 유럽연합집행위원회에서 일합니다.	1
대부분 몸집이 사람보다 컸지요.	1
이 영리한 아이는 그와 그녀의 딸이었습니다.	1
이 빨간 구두와 견줄 만한 것은 없었습니다.	1
오두막 안에 갇힌 고양이를 구출했습니다.	1
시의회는 자치법규 제정 및 예산 심사를 합니다.	1
반도체는 한국에서 많이 수출하는 제품이다.	1
아버지는 높이 날아갔지.	1
정석으로 승리하였다.	1
이걸 줍다니!	1
집 마당에 물을 퍼 올리는 펌프가 있어.	1
화원에 가서 꿀이 나오는 꽃을 찾아오렴.	1
피라미드는 불가사의한 건축물이다.	1
왕자님의 결혼식이 성대하게 열렸어요.	1
의기 있는 청년을 인도하여 인재를 양성함이 급무다.	1
힐링 여행지로는 오키나와가 많은 표를 받았다.	1
여러 번 천문도를 다시 새겨 넣었습니다.	1
결점이 하나도 없었습니다.	1
노력하여 재빠른 앵무새를 잡았습니다.	1
시인으로서의 재능이 있는 친구에게서 노래가 우러나왔다.	1
너무도 유창한 영어에 그는 두 번째 경이의 눈을 던졌다.	1
중앙대학교를 졸업한 뒤 사회에 기부하며 살았다.	1
의사는 수학과 과학이랑 친해지는 것이 좋아요.	1
그리고 이웃 통치자와 싸움을 벌이기 위해 떠났습니다.	1
내 키가 제일 크네.	1
나는 그깟 수모를 열 번 당하고도 남을 자신이 있다.	1
저는 선생님을 숭배합니다.	1
이게 시장에서 6만 5천 원짜리에요.	1
그는 한 달 먼저 벼슬에 오른 사람이었다.	1
대견하구나.	1
구릉지와 평야가 전체의 팔십 퍼센트이지요.	1
대단한 일을 할 것 같은 사람이었다.	1
열두 명이나 구하였다.	1
그는 두 번째 총리직을 꿰찼다.	1
우리 고장 특산품이야.	1
내가 발명해 낸 거야?	1
숙모는 착한 아이라며 칭찬했습니다.	1
나라를 구제한 은인이라 하여 온 백성들이 공경하였다.	1
영화계에서 우수한 감독을 선정하면 그가 뽑힌다.	1
이 나라는 지중해의 중심 위치에 있습니다.	1
우리에게 공기를 불어 넣는 것은 은막의 은혜이다.	1
집에 있는 일할 사람은 착실해!	1
유명한 관광 명소가 아주 많아요.	1
정직한 사람은 앞만 본 채로 고삐만 잡아당깁니다.	1
우리 마을에는 대추야자가 특산품입니다.	1
나만큼 성과를 낸 사람은 없어.	1
왜군들에게 군량미로 보이게 했다는 바위로 유명하다.	1
내 아버지의 나라에는 영웅들이 많아요.	1
항일 투쟁 자료가 전시되어 있어요.	1
자신이 무척 자랑스럽다.	1
우리의 독도 외교는 자랑스러웠어요.	1
환호의 소리를 치는 것까지 울음에 섞인 소리였다.	1
프랑스어 분사를 밤새 외워 칭찬을 받았습니다.	1
그녀는 바느질을 잘 가르쳤다고 하였다.	1
왕자는 에드워드 육 세를 모티프로 만들어진 인물이에요.	1
차디차고 감게 반짝이는 한줄기쇠를 물끄럼이 드려다보라.	1
일 회전에서 현역 세계 챔피언을 꺾었습니다.	1
친구는 베스트셀러 작가가 되었다.	1
우리 동네 맛집이야.	1
자사의 역사와 중국 전통예술을 공유하는 강좌도 열린다.	1
악행을 저지른 해적들은 해군에게 벌을 받았습니다.	1
이 여자는 우리 형과 결혼한 여자예요.	1
미국 정치사의 중요한 페이지를 차지하게 되었다.	1
유명한 작가임은 다시 말할 필요가 없다.	1
적선이 나오자 수군들은 기다렸다는 듯 공격을 시작했다.	1
내가 담당한 청약마감률은 소폭 증가했다.	1
그 아이가 일주일이나 걸려서 준비한 거예요.	1
세상에서 진리를 탐구하여 멈추지 않는 사람은 우리뿐이다.	1
그간 물려받은 곡식을 몽땅 챙겼어요.	1
달성군청은 훌륭하고 고른 전력을 갖췄다.	1
밥맛 좋은 곳을 경상도 언양이라고 했습니다.	1
주교는 욕심이 없었습니다.	1
그녀는 수레에 실려 가면서도 옷을 지었어요.	1
그가 시장을 좌우하게 됐어요.	1
잠재력 있는 특기생을 하나 얻을지도 몰라.	1
시에는 놀라운 천품을 보였다.	1
거기는 한창 혈기의 자부심도 있지.	1
제가 잘했습니까?	1
요술 왕의 시험이었습니다.	1
올스타 유격수 부문에서 투표한 선수가 뽑혔다.	1
업무를 빠르게 끝내는 사람에겐 상도 아깝지 않다.	1
엄청 으스대며 자랑을 했지.	1
달리기에서 일 등을 하고 힘들어 의자에 주저앉았다.	1
그가 비디오스타에 출연한다.	1
상 탄 송아지를 보여주었다.	1
도끼를 내려칠 때마다 나무가 쓰러졌습니다.	1
힘들게 공부하는 우리들을 복돋아 주셨다.	1
넓고 평평한 잎을 가진 나무를 활엽수라고 해.	1
온건하고 품행이 점잖아 감옥에도 가지 않았습니다.	1
그는 얼굴에 기운 있게 버티고 있었다.	1
자기 스승이 될만한 사람은 그뿐이라 했다.	1
대등하게 가슴을 펴고 버텨서야 하지 않겠는가?	1
그녀는 자기 수확을 내어 자랑했다.	1
단어를 외워 외국어를 능숙하게 하였다.	1
결혼식에는 하객도 많았지만 기자들도 문전성시를 이루었다.	1
100점 받은 거야?	1
이를 중외에 선포한 것이 사월 초순이었다.	1
많은 시험에 통과해야 했지만 해냈어.	1
아버지는 마당에 있는 나무들의 잔가지를 치느라 종일 바쁘시다.	1
비행기 타기 전까지 계속 일을 하던 그였다.	1
그의 나팔 부는 어린 맵시가 용감하고 쾌활하고 씩씩해 보였습니다.	1
그것은 먼저 경이적인 색채 처리일지도 모른다.	1
뿌까는 뚱뚱보 빼꼼과는 정반대의 고민을 했습니다.	1
유럽 시장에서 시장 점유율이 증가했습니다.	1
그 선수는 마침내 슈팅에 성공했다.	1
그는 퇴계 이황의 제자인 것이 자랑스러웠습니다.	1
아나운서는 러시아 현지에서 소식을 전하고 있다.	1
밤에도 어머니를 도와드리면서 공부 했다.	1
때려라하고 말하면 무엇이든지 나오는 신기한 방망이예요!	1
오세아니아의 큰 섬이 많다.	1
저는 옆 왕국 왕의 아들입니다.	1
옆구리에는 안에서 보던 책들이 쌓여 있다.	1
그러는중에 어쩌다가 자기암시가 성공이되는때가 있다.	1
프린세스인 그녀는 영국에서 태어났어요.	1
이 긴긴 진통에 끝을 맺는다.	1
저는 그때마다 이 말을 되뇌인답니다.	1
남이 야속하게 한다고 울지 않아요!	1
나는 불의의 사고에도 잘 살아남았다.	1
정직하고도 기억력이 확실하다.	1
흑 칠과 백 십사 가 알파고의 자랑스러운 특허입니다.	1
적당한 이의 붓으로 기록되어 자랑스럽게 생각한다.	1
비버 아저씨는 나뭇가지를 옮겨 집을 지었습니다.	1
자식이 아비보다 뛰어났다면 아비도 기뻐했다.	1
그렇다면 누가 더 강한지 겨뤄 보자.	1
다른 연구원들도 자선 기부에 동참했다.	1
자랑스러운 일을 했다는 걸 알고 있었다.	1
유대인들의 입지는 세계적으로 아주 중요하다.	1
생각만 해도 대견했다.	1
백을 열고 묵직한 회중시계를 꺼냈다.	1
다른 옷들은 내가 만든 옷처럼 찬사를 받지 않았다.	1
다른 나라들은 이제 발전하기 시작했습니다.	1
하나는 사진이 비친 은막 하나는 궤도가 뻗어나간 정거장이다.	1
명령은 절대로 복종하겠습니다.	1
단체에서 구조한 길고양이는 사만 마리가 넘는다.	1
노래를 잘하거나 남을 잘 돕는 친구도 있답니다.	1
침중하던 그가 씻은 듯이 나았다는 것이었다.	1
폭군이 죽었단 소식에 사람들은 풍악을 울렸다.	1
나는 기운이 회복되어 한바탕 연설을 하였다.	1
요정들이 꽃밭을 둘러싸고 편안하게 만들어주었습니다.	1
아무 억압도 없는 그곳에서 살 수 있게 되었다.	1
가로막고 있던 것들이 사라져 자유로워졌습니다.	1
어부와 그의 영혼은 또 다른 도시에 가게 되었다.	1
하교 종이 치자마자 교장에게 이야기도 안하고 조용히 왔다.	1
그녀는 졸병의 눈을 피해 집으로 도망칠 수 있었습니다.	1
송아지가 음식을 먹도록 자리를 비켜주었습니다.	1
줄이 끊어져서 나중에 그의 두 팔이 활짝 펴졌습니다.	1
차가 달아나기 시작하고서야 숨을 휘 쉬었습니다.	1
불란서 사람이 영국에 와서 여유롭게 살고 있습니다.	1
오랫동안 벼르던 작품을 공포할 자유가 생겼습니다.	1
세계 대전쟁이 종식되었다.	1
민들레의 홀씨가 바람을 타고 날아가고 있었다.	1
당신이 원하시면 닭 요리도 드셔도 됩니다.	1
벗들을 찾아다니며 방랑하고 하였다.	1
신하들은 감탄의 소리를 질렀습니다.	1
잠자리를 마련하고, 물고기를 잡으며 살았습니다.	1
그녀는 가볍게 뛰어 들어가서 스위치를 켰다.	1
집으로 가시죠.	1
비켜줘서 고마워.	1
고마운 어른이셔, 내게 또 자유를 주셨거든!	1
시간이 있으면 카페에서 계속 얘기할까요?	1
모든 나라들은 독립권을 가지고 있다.	1
마침내 나도 벗어났다.	1
시험 삼아 몸을 일으켜서 뛰어 보았다.	1
나는 그런 소릴 듣지 않아도 된다.	1
그는 자연을 사랑하며 시 짓기를 즐겼습니다.	1
금화산우에 올라선 우리는 산 아래를 쳐다봤다.	1
야아 겉에서 보기엔 전통 한옥 같더니 안 구조는 현대식이네.	1
그 뒤 그들은 파랑새를 하늘에 날려 자유를 주었답니다.	1
포로들은 반란군에 의해 풀려났습니다.	1
선수에게는 다양한 경기로의 출전 자유가 있었다.	1
이 분과 만나면 마음이 평안하고 자유로울 수가 있었다.	1
저는 오직 그것만을 생각했고 여행 목적은 생각나지도 않았어요.	1
이제부터는 모두가 우리의 것 입니다.	1
해하는 것과 짐승들이 적어서 살기가 자유롭습니다.	1
그는 맘을 놓고 앞으로 나갔다.	1
오랜 꿈을 일궈오면서 삶 자체를 소설처럼 살아왔다.	1
나뭇잎 사이로 햇볕을 맞으며 여유로운 한 때를 보냈다.	1
그날 저녁에 기분이 몹시 좋지 않았습니다.	1
왕은 공주를 나와 함께 보내 주었다.	1
공주님도 함께 떠나지 않을래요?	1
